License No,Agency Name,Name of the Proprietor,Status,License Eeffective Date,License Renew Date,License Exp Date,Division,District,Thana
0006104,"Trade Care Travels","Khan A Salam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000667,"Barakat Dynamic Travels and Tours","Md. Kamruzzaman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0003856,"Heaven Air International Tours and Travels","Md kauchar mia","License expired","31-Dec-2010","01-Jan-1970","31-Dec-2019",,,
0000504,"Inter Pacific Travels & Tours","Mahamudul Hasan","License expired","31-Dec-2016","01-Jan-1970","31-Dec-2019",,,
0011691,"Ichamati Tours and Travels","Md. Razzak Hossain","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0000561,"Ikra Travels & Tours","Alamgir Hossain","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006906,"Taqua International Tours and Travels","Abdul Momen","License expired","05-Dec-2016",,"04-Dec-2019",,,
0006066,"The Al Karim Air International","Md. Abdul Karim","License expired","28-Jan-2016",,"27-Jan-2019",,,
0006069,"Ticket Linker","Md. Ziaul Haque","License expired","03-Feb-2016",,"02-Feb-2019",,,
0006082,"Travel Lounge Ltd","Khan Mohammad Mojibur Rahman","License expired","24-May-2016",,"23-May-2019",,,
0011647,"Terminal One Tours & Travels","Tanzid Hassan","License expired","20-Oct-2016","01-Jan-1970","09-Nov-2019",,,
0006901,"Tours and Lasers","Malik Mahbub Al Hasanat","License expired","28-Aug-2016","01-Jan-1970","27-Aug-2019",,,
0006907,"Titanic Holidays","MOHAMMAD SHAFIQUL ISLAM","License expired","05-Dec-2016",,"04-Dec-2019",,,
0006909,"Trip Icon Holiday Ltd","MD.ARIFUL ISLAM","License expired","12-Dec-2016",,"11-Dec-2019",,,
0006188,"Taslima Overseas","Raeesuddin Ahmed","License expired","01-Jan-2017","01-Jan-1970","31-Dec-2019",,,
0006913,"Tate Travels and Tourism","Sajma Rahman Parhain","License expired","20-Mar-2017","01-Jan-1970","19-Mar-2020",,,
0006915,"Tamanna Overseas","Imam Hasan Saifi","License expired","15-Jun-2017","15-Jun-2017","14-Jun-2020",,,
0006916,"Travel Voice International","Ashake Mahmud Khan","License expired","03-Jul-2017","03-Jul-2017","02-Jul-2019",,,
0006917,"Transparent Tours and Travels Ltd.","Saiful Islam Saifullah","License expired","03-Jul-2017","02-Jul-2020","31-Dec-2019",,,
0006918,"Travel Earth Tours and Travels","Md Sarowat Ahsan Imu","License expired","01-Jan-2017","01-Jan-1970","31-Dec-2019",,,
0006919,"Travel Pass World Wide","md tufazzal hossain","License expired","24-Jul-2017","24-Jul-2017","23-Jul-2020",,,
0006001,"Travel Scene Ltd.","Sadek Hosen Chowdhury","License expired","01-Jan-2017","01-Jan-1970","31-Dec-2019",,,
0006007,"Travel Aviation Services Ltd","Md.Taherul Islam Patwary","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006922,"Travel Ray","Mejbah Uddin","License expired","24-Aug-2017","24-Aug-2017","23-Aug-2020",,,
0006927,"Tesla Overseas","Abdur Razzak Khan","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006929,"Toufham Tours and Travels","Sheikh Nazrul Islam","License expired","31-Dec-2014","01-Jan-1970","26-Sep-2020",,,
0006930,"Trip Silo","Naimur Rahman Talukder","License expired","15-Oct-2019",,"11-Oct-2020",,,
0006912,"The Travel Max","Mahbubul Hasan","License expired","01-Jan-2017","01-Jan-1970","31-Dec-2019",,,
0006179,"Touriffy Travels","Mohammad Ahsanul Karim","License expired","27-Nov-2014","22-Oct-2017","31-Dec-2019",,,
0006025,"Travel Master Ltd.","Abdul Kadir","License expired","01-Jan-2017","01-Jan-2017","03-Mar-2021",,,
0006064,"Travel  Wings","ABDUL ALIM","License expired","21-Jan-2016","01-Jan-1970","20-Jan-2019",,,
0006065,"The World Wide Travels & Tours","MD.ABDUR RAZZAK","License expired","28-Jan-2016",,"27-Jan-2019",,,
0006068,"The Marque Holidays Ltd.","Md. Ismail Sarkar Dalim","License expired","31-Jan-2016",,"30-Jan-2019",,,
0003911,"P.S.P. Travels","Mohammad Rezaul Karim","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0003912,"Narsingdi Air International","Md. Shofikul Islam Khokon","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0003914,"Padma Overseas Limited","Syed Saifu Udoula","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0003995,"Ohi Travels Agent","md minznur rahman","License expired","21-Jun-2017","21-Jun-2017","20-Jun-2020",,,
0006421,"Napali Travel and Tours","md abul hossain","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
